MobilityEquipmentAccessories,Walmart #  553887096,Stander Walker Replacement Wheels- Set of 2,https://www.walmart.com/ip/Stander-Walker-Replacement-Wheels-Set-of-2/44374594,They were used to replace worn out wheels on a 93 year old person's walker.
MobilityEquipmentAccessories,Walmart #  553887096,Stander Walker Replacement Wheels- Set of 2,https://www.walmart.com/ip/Stander-Walker-Replacement-Wheels-Set-of-2/44374594,"works as described. a bit narrower than what i had but overall a good value. my only issue is why cant it have the few critical dimensions listed, like wheel width/hub width.This would make selection much easier.
and it would help if the pickup counter didn't close before the chickens went to sleep."
MobilityEquipmentAccessories,Walmart #  553887096,Stander Walker Replacement Wheels- Set of 2,https://www.walmart.com/ip/Stander-Walker-Replacement-Wheels-Set-of-2/44374594,Works wonderfully and was so helpful to be able to replace just the wheel that broke at each time.
MobilityEquipmentAccessories,Walmart #  552290883,Medline Walker Basket Accessory,https://www.walmart.com/ip/Medline-Walker-Basket-Accessory/7983662?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=467a046ca957f75c700a2d913872bcda&wpa_aux_info=__aux_info__&wpa_tag=&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,"This did not fit the walker we own because it only has one brace from left to right. This requires the walker to have two horizontal braces on the front of the walker in order for the basket to have a support for the bottom of the basket. Otherwise, the basket will swivel downwards and into the walking space.

The actual basket was large, sturdy and would work well for the correct walker."
MobilityEquipmentAccessories,Walmart #  552290883,Medline Walker Basket Accessory,https://www.walmart.com/ip/Medline-Walker-Basket-Accessory/7983662?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=467a046ca957f75c700a2d913872bcda&wpa_aux_info=__aux_info__&wpa_tag=&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,"Larger than expected, if you buy the insert that is available it will be lose in the bottom of the basket. Basket is a good size for carrying serving dishes and dinner plates. Dementions in the write up would be nice."
MobilityEquipmentAccessories,Walmart #  552290883,Medline Walker Basket Accessory,https://www.walmart.com/ip/Medline-Walker-Basket-Accessory/7983662?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=467a046ca957f75c700a2d913872bcda&wpa_aux_info=__aux_info__&wpa_tag=&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,"This was a lovely basket, but it did not fit the walker.  My Mom is a tiny woman and uses a ""junior"" walker.  The stabilizing brackets on this basket did not connect with the lower crossbar so the basket just hung loosely from the top crossbar.  

I would recommend the description be specific that this will not fit a junior walker or that the measurements given included the depth of the stabilizing brackets so the consumer can measure before ordering."
MobilityEquipmentAccessories,Walmart #  552290883,Medline Walker Basket Accessory,https://www.walmart.com/ip/Medline-Walker-Basket-Accessory/7983662?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=467a046ca957f75c700a2d913872bcda&wpa_aux_info=__aux_info__&wpa_tag=&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,"Unfortunately, the basket would not fit on the crossbars of the walker I bought at the same time. The walker had the appropriate number of crossbars, but they were too close together to coordinate with the hooks that secure the basket -- even though the basket details indicated it would fit all walkers."
MobilityEquipmentAccessories,Walmart #  552290883,Medline Walker Basket Accessory,https://www.walmart.com/ip/Medline-Walker-Basket-Accessory/7983662?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=467a046ca957f75c700a2d913872bcda&wpa_aux_info=__aux_info__&wpa_tag=&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,"This basket was super easy to attach to my walker & it is so useful. I put a hand towel in the bottom so small items will not fall out. I was always dropping my cell phone when I carried it from room to room, now I just put it in my basket & that solved that problem. Would highly recommend if you need a little help carrying things around."
MobilityEquipmentAccessories,Walmart #  570339901,Walker/Wheelchair/Scooter Bag,https://www.walmart.com/ip/Walker-Wheelchair-Scooter-Bag/33789757,"It's bad enough to have to use a walker, so this bag makes it so much easier to carry essentials instead of trying to balance them while walking with the walker. Easy to install and has a zipper pocket if you need to keep something valuable that you don't want falling out of the bag!"
MobilityEquipmentAccessories,Walmart #  570339901,Walker/Wheelchair/Scooter Bag,https://www.walmart.com/ip/Walker-Wheelchair-Scooter-Bag/33789757,I am using this on my walker with wheels. It fits great on there.
